iter,label,metric,df,F,R2,p,n_units,n_trt_lvls
134,Bootstrap,Jaccard (incidence),2,1.9905699185858154,0.20974187384548867,0.039,18,3
134,Bootstrap,Gower (sqrt→z),2,7.728074444258001,0.5074886173262699,0.001,18,3
134,Bootstrap,Gower (prop→z),2,1.7586190950996001,0.18994399456722455,0.055,18,3
135,Bootstrap,Jaccard (incidence),2,1.8819268870022372,0.21188272668132843,0.047,17,3
135,Bootstrap,Gower (sqrt→z),2,7.763448984504845,0.5258560511607462,0.001,17,3
135,Bootstrap,Gower (prop→z),2,1.4398872436696761,0.17060503323070592,0.133,17,3
136,Bootstrap,Jaccard (incidence),2,2.408778871940888,0.27038260872402875,0.016,16,3
136,Bootstrap,Gower (sqrt→z),2,8.597855571774595,0.5694752828241558,0.001,16,3
136,Bootstrap,Gower (prop→z),2,2.8944898965904855,0.308105062483592,0.002,16,3
137,Bootstrap,Jaccard (incidence),2,1.774016502340183,0.18150332587584972,0.055,19,3
137,Bootstrap,Gower (sqrt→z),2,8.236809136760657,0.5072923545127014,0.001,19,3
137,Bootstrap,Gower (prop→z),2,1.4954616153615756,0.1574922500810542,0.108,19,3
138,Bootstrap,Jaccard (incidence),2,1.253890784637929,0.14323811154216856,0.238,18,3
138,Bootstrap,Gower (sqrt→z),2,7.537013983041056,0.5012307624067782,0.001,18,3
138,Bootstrap,Gower (prop→z),2,1.3391099250104392,0.15149827713098132,0.167,18,3
139,Bootstrap,Jaccard (incidence),2,2.5807667087827255,0.28420141068998744,0.008,16,3
139,Bootstrap,Gower (sqrt→z),2,8.94506202087332,0.5791535190201542,0.001,16,3
139,Bootstrap,Gower (prop→z),2,2.8066918461952017,0.30157782083895296,0.002,16,3
140,Bootstrap,Jaccard (incidence),2,1.6370786999426594,0.15390303542188555,0.077,21,3
140,Bootstrap,Gower (sqrt→z),2,8.403060468092297,0.48284958174448217,0.001,21,3
140,Bootstrap,Gower (prop→z),2,1.45841482100085,0.13944893618794924,0.104,21,3
141,Bootstrap,Jaccard (incidence),2,1.6179414846156654,0.19930440342318695,0.122,16,3
141,Bootstrap,Gower (sqrt→z),2,5.890754924572059,0.4754153367112544,0.001,16,3
141,Bootstrap,Gower (prop→z),2,1.5665105966253268,0.19419928578296125,0.072,16,3
142,Bootstrap,Jaccard (incidence),2,1.6252764795280212,0.16051675061062448,0.082,20,3
142,Bootstrap,Gower (sqrt→z),2,7.842559413679348,0.47988562961042835,0.001,20,3
142,Bootstrap,Gower (prop→z),2,1.3775765464040641,0.1394650337491509,0.156,20,3
143,Bootstrap,Jaccard (incidence),2,2.084673547393203,0.21750073563644567,0.035,18,3
143,Bootstrap,Gower (sqrt→z),2,7.532889754368998,0.5010939265472708,0.001,18,3
143,Bootstrap,Gower (prop→z),2,1.5013390374522242,0.16679063317196963,0.11,18,3
144,Bootstrap,Jaccard (incidence),2,2.0496164556866483,0.25462287140882317,0.029,15,3
144,Bootstrap,Gower (sqrt→z),2,7.437684477483243,0.5534945019691558,0.001,15,3
144,Bootstrap,Gower (prop→z),2,2.0079206683946627,0.2507418281901122,0.018,15,3
145,Bootstrap,Jaccard (incidence),2,2.3937692031474316,0.24194714410620372,0.009,18,3
145,Bootstrap,Gower (sqrt→z),2,8.717334507345079,0.5375318923955638,0.001,18,3
145,Bootstrap,Gower (prop→z),2,2.2591299176086888,0.23148886598307022,0.004,18,3
146,Bootstrap,Jaccard (incidence),2,2.750242445753692,0.29731571489957925,0.004,16,3
146,Bootstrap,Gower (sqrt→z),2,9.916925445740125,0.6040671548711561,0.001,16,3
146,Bootstrap,Gower (prop→z),2,2.949513486982675,0.3121338988558324,0.001,16,3
147,Bootstrap,Jaccard (incidence),2,2.1716739731130486,0.20349890547485933,0.017,20,3
147,Bootstrap,Gower (sqrt→z),2,9.346005175592808,0.5237029286741955,0.001,20,3
147,Bootstrap,Gower (prop→z),2,2.2031245263820507,0.20583938091644033,0.007,20,3
148,Bootstrap,Jaccard (incidence),2,1.6394664608852079,0.20142185839376353,0.1,16,3
148,Bootstrap,Gower (sqrt→z),2,6.247994684033665,0.4901158840189209,0.001,16,3
148,Bootstrap,Gower (prop→z),2,1.2892281624991886,0.16551423781705438,0.213,16,3
149,Bootstrap,Jaccard (incidence),2,0.8089431601444922,0.11880597930080619,0.641,15,3
149,Bootstrap,Gower (sqrt→z),2,6.320888311215019,0.5130221256418229,0.001,15,3
149,Bootstrap,Gower (prop→z),2,0.9872313549522952,0.14129077810663612,0.441,15,3
150,Bootstrap,Jaccard (incidence),2,1.445563030090343,0.18193336641039856,0.158,16,3
150,Bootstrap,Gower (sqrt→z),2,6.124323348877028,0.4851209193260885,0.002,16,3
150,Bootstrap,Gower (prop→z),2,1.3015037277890416,0.16682729037904204,0.209,16,3
151,Bootstrap,Jaccard (incidence),2,2.2453071282966435,0.2428591172947133,0.014,17,3
151,Bootstrap,Gower (sqrt→z),2,9.001733016190007,0.5625473820293314,0.001,17,3
151,Bootstrap,Gower (prop→z),2,2.638896247828096,0.2737757705839723,0.002,17,3
152,Bootstrap,Jaccard (incidence),2,2.144542987868075,0.23451614703033355,0.015,17,3
152,Bootstrap,Gower (sqrt→z),2,8.82126673192,0.557557550946459,0.001,17,3
152,Bootstrap,Gower (prop→z),2,1.6826324618314736,0.19379289279239478,0.06,17,3
153,Bootstrap,Jaccard (incidence),2,2.1024704188583856,0.2081144840507212,0.026,19,3
153,Bootstrap,Gower (sqrt→z),2,8.623269572776271,0.5187469008442537,0.001,19,3
153,Bootstrap,Gower (prop→z),2,1.8667550109312196,0.18919644897061616,0.034,19,3
154,Bootstrap,Jaccard (incidence),2,1.4116487264340565,0.16782069393814256,0.188,17,3
154,Bootstrap,Gower (sqrt→z),2,6.147228448556586,0.4675683907532222,0.001,17,3
154,Bootstrap,Gower (prop→z),2,1.5884151939690145,0.18494857992944222,0.061,17,3
155,Bootstrap,Jaccard (incidence),2,1.2042520198348308,0.1383521544517139,0.25,18,3
155,Bootstrap,Gower (sqrt→z),2,6.328610832456315,0.4576461735117171,0.001,18,3
155,Bootstrap,Gower (prop→z),2,1.2032317274603446,0.13825114223535157,0.252,18,3
156,Bootstrap,Jaccard (incidence),2,1.693386912704037,0.18419619763462816,0.089,18,3
156,Bootstrap,Gower (sqrt→z),2,7.246873005422247,0.49141760444791643,0.001,18,3
156,Bootstrap,Gower (prop→z),2,1.7764771934836083,0.19150342920387062,0.052,18,3
157,Bootstrap,Jaccard (incidence),2,3.0096125734485795,0.2863676041733495,0.002,18,3
157,Bootstrap,Gower (sqrt→z),2,10.100294733515993,0.573870772418495,0.001,18,3
157,Bootstrap,Gower (prop→z),2,2.4447222791309997,0.2458311263514366,0.004,18,3
158,Bootstrap,Jaccard (incidence),2,1.9844569704015522,0.24854000438075505,0.048,15,3
158,Bootstrap,Gower (sqrt→z),2,8.305115007372523,0.5805696076607744,0.001,15,3
158,Bootstrap,Gower (prop→z),2,2.028250556764893,0.25263916994416874,0.012,15,3
159,Bootstrap,Jaccard (incidence),2,2.1702117476458733,0.2244223605728377,0.02,18,3
159,Bootstrap,Gower (sqrt→z),2,7.3251550482164545,0.4941030987124623,0.001,18,3
159,Bootstrap,Gower (prop→z),2,1.6523863096191507,0.18054158267800538,0.071,18,3
160,Bootstrap,Jaccard (incidence),2,1.7635568139765687,0.20123756271699614,0.079,17,3
160,Bootstrap,Gower (sqrt→z),2,6.623231180218258,0.48617182609626314,0.001,17,3
160,Bootstrap,Gower (prop→z),2,1.475674281757415,0.17410700702993942,0.122,17,3
161,Bootstrap,Jaccard (incidence),2,2.3535966594369158,0.251624775488085,0.006,17,3
161,Bootstrap,Gower (sqrt→z),2,8.705615799608111,0.5542995518727342,0.001,17,3
161,Bootstrap,Gower (prop→z),2,2.264000068750722,0.24438687952816784,0.005,17,3
162,Bootstrap,Jaccard (incidence),2,1.501690992793242,0.1876717051615398,0.126,16,3
162,Bootstrap,Gower (sqrt→z),2,6.416129112148312,0.4967532498659832,0.001,16,3
162,Bootstrap,Gower (prop→z),2,1.5504582488368042,0.19259254577971724,0.087,16,3
163,Bootstrap,Jaccard (incidence),2,1.851234541999296,0.1979668602776272,0.054,18,3
163,Bootstrap,Gower (sqrt→z),2,7.977755005094544,0.5154336014795845,0.001,18,3
163,Bootstrap,Gower (prop→z),2,1.4368579403263133,0.1607788721629662,0.126,18,3
164,Bootstrap,Jaccard (incidence),2,1.9146883135287927,0.18384499428961235,0.04,20,3
164,Bootstrap,Gower (sqrt→z),2,8.346937669568788,0.49545726548547464,0.001,20,3
164,Bootstrap,Gower (prop→z),2,1.4906856598694032,0.14920754296746527,0.107,20,3
165,Bootstrap,Jaccard (incidence),2,1.2720039928863378,0.1537721686280883,0.241,17,3
165,Bootstrap,Gower (sqrt→z),2,6.638504467425647,0.4867472444124004,0.001,17,3
165,Bootstrap,Gower (prop→z),2,1.3242296761970216,0.1590813477892893,0.178,17,3
166,Bootstrap,Jaccard (incidence),2,1.5901801773165127,0.15015610222785228,0.074,21,3
166,Bootstrap,Gower (sqrt→z),2,8.646770488285647,0.489991666975302,0.001,21,3
166,Bootstrap,Gower (prop→z),2,1.505798702785642,0.14333024507564332,0.076,21,3
167,Bootstrap,Jaccard (incidence),2,1.7837549253013876,0.19213722676371492,0.073,18,3
167,Bootstrap,Gower (sqrt→z),2,7.054235717598808,0.4846860978806952,0.001,18,3
167,Bootstrap,Gower (prop→z),2,1.6384295928934205,0.17929006031491013,0.074,18,3
168,Bootstrap,Jaccard (incidence),2,1.925686218269988,0.20430196525504887,0.042,18,3
168,Bootstrap,Gower (sqrt→z),2,7.563426607163002,0.5021053180268041,0.001,18,3
168,Bootstrap,Gower (prop→z),2,1.6794518516120562,0.18295774941257717,0.058,18,3
169,Bootstrap,Jaccard (incidence),2,1.4313950910888535,0.1602655661842799,0.146,18,3
169,Bootstrap,Gower (sqrt→z),2,6.907075432440693,0.4794224521715139,0.001,18,3
169,Bootstrap,Gower (prop→z),2,1.2499987659470284,0.14285702197030412,0.228,18,3
170,Bootstrap,Jaccard (incidence),2,2.0856466479858438,0.22955401291642805,0.022,17,3
170,Bootstrap,Gower (sqrt→z),2,7.753884860270494,0.5255486899691271,0.001,17,3
170,Bootstrap,Gower (prop→z),2,2.0732232792583236,0.22849909182746309,0.009,17,3
171,Bootstrap,Jaccard (incidence),2,2.165410287489633,0.23625895836276084,0.023,17,3
171,Bootstrap,Gower (sqrt→z),2,8.910281448319417,0.560032924449655,0.001,17,3
171,Bootstrap,Gower (prop→z),2,2.553046037852459,0.2672494226172899,0.001,17,3
172,Bootstrap,Jaccard (incidence),2,1.4818264413295699,0.16498052495325402,0.147,18,3
172,Bootstrap,Gower (sqrt→z),2,7.220407049858552,0.49050321946959563,0.001,18,3
172,Bootstrap,Gower (prop→z),2,1.4812869735733454,0.1649303688805294,0.091,18,3
173,Bootstrap,Jaccard (incidence),2,1.9615114692739746,0.21888176743391347,0.04,17,3
173,Bootstrap,Gower (sqrt→z),2,7.107023139890496,0.5037932574019768,0.001,17,3
173,Bootstrap,Gower (prop→z),2,1.677459920947588,0.1933123213739266,0.068,17,3
174,Bootstrap,Jaccard (incidence),2,1.9034357552036465,0.202419180048136,0.029,18,3
174,Bootstrap,Gower (sqrt→z),2,7.554553945607291,0.501811875190869,0.001,18,3
174,Bootstrap,Gower (prop→z),2,1.9896619892393796,0.20966626540497632,0.006,18,3
175,Bootstrap,Jaccard (incidence),2,1.5284426298475344,0.190378470684365,0.126,16,3
175,Bootstrap,Gower (sqrt→z),2,5.915681857303022,0.4764685439989235,0.001,16,3
175,Bootstrap,Gower (prop→z),2,1.6233672018688103,0.19983919986964874,0.063,16,3
176,Bootstrap,Jaccard (incidence),2,1.440187226977445,0.1525591804855086,0.154,19,3
176,Bootstrap,Gower (sqrt→z),2,7.039756855572253,0.4680765070323602,0.001,19,3
176,Bootstrap,Gower (prop→z),2,1.2735438720050638,0.13733087259657364,0.225,19,3
177,Bootstrap,Jaccard (incidence),2,1.3004599537276047,0.16671580412462145,0.229,16,3
177,Bootstrap,Gower (sqrt→z),2,6.856469994794473,0.5133444688204819,0.001,16,3
177,Bootstrap,Gower (prop→z),2,1.1879517122546415,0.1545212244714075,0.261,16,3
178,Bootstrap,Jaccard (incidence),2,1.691871415640536,0.18406169311308165,0.071,18,3
178,Bootstrap,Gower (sqrt→z),2,8.190428723486578,0.5220015888556665,0.001,18,3
178,Bootstrap,Gower (prop→z),2,1.278489809565498,0.1456389239265721,0.216,18,3
179,Bootstrap,Jaccard (incidence),2,2.299560768354753,0.2346595753332755,0.012,18,3
179,Bootstrap,Gower (sqrt→z),2,8.591884412713823,0.533926555296754,0.001,18,3
179,Bootstrap,Gower (prop→z),2,2.274165546122408,0.2326710689921363,0.006,18,3
180,Bootstrap,Jaccard (incidence),2,1.7614636043556053,0.2132144724848666,0.056,16,3
180,Bootstrap,Gower (sqrt→z),2,7.965106548495764,0.5506427845375296,0.001,16,3
180,Bootstrap,Gower (prop→z),2,2.012399637494122,0.23640803101280747,0.012,16,3
181,Bootstrap,Jaccard (incidence),2,1.9906301069393488,0.22141163447519613,0.036,17,3
181,Bootstrap,Gower (sqrt→z),2,7.043592626933159,0.5015520468334276,0.001,17,3
181,Bootstrap,Gower (prop→z),2,1.5640483152168616,0.18262955294610064,0.08,17,3
182,Bootstrap,Jaccard (incidence),2,1.8788159571810898,0.21160658878862376,0.064,17,3
182,Bootstrap,Gower (sqrt→z),2,6.562193628272282,0.48385930831959767,0.001,17,3
182,Bootstrap,Gower (prop→z),2,1.5190439057793084,0.17831154793659312,0.081,17,3
183,Bootstrap,Jaccard (incidence),2,1.7401874867487237,0.1699370728319776,0.055,20,3
183,Bootstrap,Gower (sqrt→z),2,8.140005708495277,0.48918286754790774,0.001,20,3
183,Bootstrap,Gower (prop→z),2,1.6866805741519715,0.16557705543764786,0.058,20,3
184,Bootstrap,Jaccard (incidence),2,1.8285489064778906,0.18604464645566485,0.059,19,3
184,Bootstrap,Gower (sqrt→z),2,7.3534999249504285,0.47894616607907864,0.001,19,3
184,Bootstrap,Gower (prop→z),2,1.4012997734351436,0.1490538337469822,0.136,19,3
185,Bootstrap,Jaccard (incidence),2,1.95302815483727,0.1868385051592425,0.041,20,3
185,Bootstrap,Gower (sqrt→z),2,8.43042459194195,0.49794525507378123,0.001,20,3
185,Bootstrap,Gower (prop→z),2,1.6388726009400945,0.16164248880966656,0.071,20,3
186,Bootstrap,Jaccard (incidence),2,1.8059128292965796,0.20507957145435843,0.062,17,3
186,Bootstrap,Gower (sqrt→z),2,8.212318374289909,0.5398466014338364,0.001,17,3
186,Bootstrap,Gower (prop→z),2,1.5829133852199617,0.18442611665472317,0.099,17,3
187,Bootstrap,Jaccard (incidence),2,1.2866612200600058,0.14643346179349098,0.232,18,3
187,Bootstrap,Gower (sqrt→z),2,6.829510564242631,0.47660459396880994,0.001,18,3
187,Bootstrap,Gower (prop→z),2,1.4668611852654982,0.16358691798149722,0.102,18,3
188,Bootstrap,Jaccard (incidence),2,1.9201317382591396,0.22804058154274515,0.049,16,3
188,Bootstrap,Gower (sqrt→z),2,7.88694320590522,0.5482014555161355,0.001,16,3
188,Bootstrap,Gower (prop→z),2,1.439605524077559,0.18131952774124957,0.115,16,3
189,Bootstrap,Jaccard (incidence),2,1.8229324326603795,0.20661298798031377,0.068,17,3
189,Bootstrap,Gower (sqrt→z),2,7.849694039240114,0.528609816370452,0.001,17,3
189,Bootstrap,Gower (prop→z),2,1.7434981180434495,0.19940510016757404,0.055,17,3
190,Bootstrap,Jaccard (incidence),2,1.3978093259522124,0.1664492811991438,0.173,17,3
190,Bootstrap,Gower (sqrt→z),2,6.400547266577004,0.47763327416790924,0.001,17,3
190,Bootstrap,Gower (prop→z),2,1.1708897524462551,0.14330015309479685,0.299,17,3
191,Bootstrap,Jaccard (incidence),2,1.5931028070738764,0.17519903171385462,0.118,18,3
191,Bootstrap,Gower (sqrt→z),2,6.975798638211679,0.48189387076701273,0.001,18,3
191,Bootstrap,Gower (prop→z),2,1.5146143310280775,0.16801765171637048,0.127,18,3
192,Bootstrap,Jaccard (incidence),2,2.355554766778468,0.25178140960096046,0.007,17,3
192,Bootstrap,Gower (sqrt→z),2,8.81456930198861,0.5573701776930602,0.001,17,3
192,Bootstrap,Gower (prop→z),2,2.3648800924178666,0.25252646793978234,0.002,17,3
193,Bootstrap,Jaccard (incidence),2,1.7957370237925696,0.18331821479394128,0.06,19,3
193,Bootstrap,Gower (sqrt→z),2,7.815931590924691,0.49418091789228125,0.001,19,3
193,Bootstrap,Gower (prop→z),2,1.3715873974019348,0.14635593088340373,0.166,19,3
194,Bootstrap,Jaccard (incidence),2,1.845582574742423,0.19748181132445775,0.037,18,3
194,Bootstrap,Gower (sqrt→z),2,7.765494319741841,0.5086958965815634,0.001,18,3
194,Bootstrap,Gower (prop→z),2,1.9512251887003247,0.2064520895167291,0.012,18,3
195,Bootstrap,Jaccard (incidence),2,2.7109960956341475,0.2418158094524606,0.007,20,3
195,Bootstrap,Gower (sqrt→z),2,9.728698167147096,0.5337023016092706,0.001,20,3
195,Bootstrap,Gower (prop→z),2,2.948046046271651,0.25751521564081736,0.002,20,3
196,Bootstrap,Jaccard (incidence),2,1.650048547250862,0.1907559868869495,0.089,17,3
196,Bootstrap,Gower (sqrt→z),2,7.241567565803614,0.5084810736138224,0.001,17,3
196,Bootstrap,Gower (prop→z),2,1.5918876036724197,0.18527798280228908,0.071,17,3
197,Bootstrap,Jaccard (incidence),2,1.2911156494016598,0.15572278858452962,0.246,17,3
197,Bootstrap,Gower (sqrt→z),2,6.486918890520006,0.4809785647246445,0.001,17,3
197,Bootstrap,Gower (prop→z),2,1.4795644619098014,0.17448590296777666,0.082,17,3
198,Bootstrap,Jaccard (incidence),2,1.6992530383027653,0.1751942166672364,0.062,19,3
198,Bootstrap,Gower (sqrt→z),2,8.498262841637905,0.5151004638009645,0.001,19,3
198,Bootstrap,Gower (prop→z),2,1.4502040975788038,0.15345743675000145,0.14,19,3
199,Bootstrap,Jaccard (incidence),2,1.9017016782354605,0.21363349918646404,0.051,17,3
199,Bootstrap,Gower (sqrt→z),2,8.09415597346881,0.536244357597471,0.001,17,3
199,Bootstrap,Gower (prop→z),2,2.090020516063609,0.22992473035348915,0.005,17,3
